parcel_id,project_id,stage,stage_order,stage_start_date,stage_target_date,stage_completion_date,days_in_stage,sla_days,sla_breach,is_current_stage,data_source
PCL-11E22180,PRJ-027,Compensation Disbursement,6,2024-06-01,2024-07-01,,457,30,1,1,synthetic
PCL-1A1685C8,PRJ-027,Land Identification,0,2024-01-19,2024-02-03,2024-02-01,13,15,0,0,synthetic
PCL-1A1685C8,PRJ-027,Survey/Parcel Mapping,1,2024-02-01,2024-03-02,2024-02-24,23,30,0,0,synthetic
PCL-1A1685C8,PRJ-027,Ownership Verification,2,2024-02-24,2024-04-09,2024-04-23,59,45,1,0,synthetic
PCL-1A1685C8,PRJ-027,Notification,3,2024-04-23,2024-05-13,2024-05-06,13,20,0,0,synthetic
PCL-1A1685C8,PRJ-027,Objections/Hearings,4,2024-05-06,2024-06-05,2024-05-27,21,30,0,0,synthetic
PCL-1A1685C8,PRJ-027,Compensation Assessment,5,2024-05-27,2024-07-06,2024-07-10,44,40,1,0,synthetic
PCL-1A1685C8,PRJ-027,Compensation Disbursement,6,2024-07-10,2024-08-09,2024-08-26,47,30,1,0,synthetic
PCL-1A1685C8,PRJ-027,Rehabilitation & Resettlement,7,2024-08-26,2024-10-25,,371,60,1,1,synthetic
PCL-CE189D9B,PRJ-027,Land Identification,0,2024-03-07,2024-03-22,2024-03-28,21,15,1,0,synthetic
PCL-CE189D9B,PRJ-027,Survey/Parcel Mapping,1,2024-03-28,2024-04-27,2024-05-13,46,30,1,0,synthetic
PCL-CE189D9B,PRJ-027,Ownership Verification,2,2024-05-13,2024-06-27,2024-07-18,66,45,1,0,synthetic
PCL-CE189D9B,PRJ-027,Notification,3,2024-07-18,2024-08-07,2024-08-03,16,20,0,0,synthetic
PCL-CE189D9B,PRJ-027,Objections/Hearings,4,2024-08-03,2024-09-02,2024-08-26,23,30,0,0,synthetic
PCL-CE189D9B,PRJ-027,Compensation Assessment,5,2024-08-26,2024-10-05,2024-10-15,50,40,1,0,synthetic
PCL-CE189D9B,PRJ-027,Compensation Disbursement,6,2024-10-15,2024-11-14,2024-11-05,21,30,0,0,synthetic
PCL-CE189D9B,PRJ-027,Rehabilitation & Resettlement,7,2024-11-05,2025-01-04,2024-12-29,54,60,0,0,synthetic
PCL-CE189D9B,PRJ-027,Possession,8,2024-12-29,2025-01-13,2025-01-09,11,15,0,0,synthetic
PCL-CE189D9B,PRJ-027,Closure/Handover,9,2025-01-09,2025-01-19,,235,10,1,1,synthetic
PCL-04C566E8,PRJ-027,Land Identification,0,2024-01-25,2024-02-09,2024-02-07,13,15,0,0,synthetic
PCL-04C566E8,PRJ-027,Survey/Parcel Mapping,1,2024-02-07,2024-03-08,2024-02-20,13,30,0,0,synthetic
PCL-04C566E8,PRJ-027,Ownership Verification,2,2024-02-20,2024-04-05,2024-04-05,45,45,0,0,synthetic
PCL-04C566E8,PRJ-027,Notification,3,2024-04-05,2024-04-25,2024-04-12,7,20,0,0,synthetic
PCL-04C566E8,PRJ-027,Objections/Hearings,4,2024-04-12,2024-05-12,2024-05-05,23,30,0,0,synthetic
PCL-04C566E8,PRJ-027,Compensation Assessment,5,2024-05-05,2024-06-14,2024-06-09,35,40,0,0,synthetic
PCL-04C566E8,PRJ-027,Compensation Disbursement,6,2024-06-09,2024-07-09,2024-07-06,27,30,0,0,synthetic
PCL-04C566E8,PRJ-027,Rehabilitation & Resettlement,7,2024-07-06,2024-09-04,2024-08-25,50,60,0,0,synthetic
PCL-04C566E8,PRJ-027,Possession,8,2024-08-25,2024-09-09,2024-09-16,22,15,1,0,synthetic
PCL-04C566E8,PRJ-027,Closure/Handover,9,2024-09-16,2024-09-26,,350,10,1,1,synthetic
PCL-D5D3D6A7,PRJ-027,Land Identification,0,2024-01-24,2024-02-08,2024-02-06,13,15,0,0,synthetic
PCL-D5D3D6A7,PRJ-027,Survey/Parcel Mapping,1,2024-02-06,2024-03-07,2024-03-03,26,30,0,0,synthetic
PCL-D5D3D6A7,PRJ-027,Ownership Verification,2,2024-03-03,2024-04-17,2024-04-06,34,45,0,0,synthetic
PCL-D5D3D6A7,PRJ-027,Notification,3,2024-04-06,2024-04-26,2024-05-01,25,20,1,0,synthetic
PCL-D5D3D6A7,PRJ-027,Objections/Hearings,4,2024-05-01,2024-05-31,2024-05-30,29,30,0,0,synthetic
PCL-D5D3D6A7,PRJ-027,Compensation Assessment,5,2024-05-30,2024-07-09,2024-07-01,32,40,0,0,synthetic
PCL-D5D3D6A7,PRJ-027,Compensation Disbursement,6,2024-07-01,2024-07-31,,427,30,1,1,synthetic
PCL-1973472C,PRJ-027,Land Identification,0,2024-03-04,2024-03-19,2024-03-13,9,15,0,0,synthetic
PCL-1973472C,PRJ-027,Survey/Parcel Mapping,1,2024-03-13,2024-04-12,2024-04-09,27,30,0,0,synthetic
PCL-1973472C,PRJ-027,Ownership Verification,2,2024-04-09,2024-05-24,2024-06-11,63,45,1,0,synthetic
PCL-1973472C,PRJ-027,Notification,3,2024-06-11,2024-07-01,2024-07-10,29,20,1,0,synthetic
PCL-1973472C,PRJ-027,Objections/Hearings,4,2024-07-10,2024-08-09,2024-08-25,46,30,1,0,synthetic
PCL-1973472C,PRJ-027,Compensation Assessment,5,2024-08-25,2024-10-04,2024-10-02,38,40,0,0,synthetic
PCL-1973472C,PRJ-027,Compensation Disbursement,6,2024-10-02,2024-11-01,2024-10-24,22,30,0,0,synthetic
PCL-1973472C,PRJ-027,Rehabilitation & Resettlement,7,2024-10-24,2024-12-23,2025-01-27,95,60,1,0,synthetic
PCL-1973472C,PRJ-027,Possession,8,2025-01-27,2025-02-11,2025-02-13,17,15,1,0,synthetic
PCL-1973472C,PRJ-027,Closure/Handover,9,2025-02-13,2025-02-23,,200,10,1,1,synthetic
PCL-8E514416,PRJ-027,Land Identification,0,2024-02-16,2024-03-02,,563,15,1,1,synthetic
PCL-2D500091,PRJ-027,Land Identification,0,2024-01-16,2024-01-31,2024-02-04,19,15,1,0,synthetic
PCL-2D500091,PRJ-027,Survey/Parcel Mapping,1,2024-02-04,2024-03-05,2024-02-25,21,30,0,0,synthetic
PCL-2D500091,PRJ-027,Ownership Verification,2,2024-02-25,2024-04-10,2024-03-22,26,45,0,0,synthetic
PCL-2D500091,PRJ-027,Notification,3,2024-03-22,2024-04-11,2024-04-21,30,20,1,0,synthetic
PCL-2D500091,PRJ-027,Objections/Hearings,4,2024-04-21,2024-05-21,2024-06-07,47,30,1,0,synthetic
PCL-2D500091,PRJ-027,Compensation Assessment,5,2024-06-07,2024-07-17,2024-07-25,48,40,1,0,synthetic
PCL-2D500091,PRJ-027,Compensation Disbursement,6,2024-07-25,2024-08-24,2024-08-23,29,30,0,0,synthetic
PCL-2D500091,PRJ-027,Rehabilitation & Resettlement,7,2024-08-23,2024-10-22,2024-10-22,60,60,0,0,synthetic
PCL-2D500091,PRJ-027,Possession,8,2024-10-22,2024-11-06,2024-11-02,11,15,0,0,synthetic
PCL-2D500091,PRJ-027,Closure/Handover,9,2024-11-02,2024-11-12,,303,10,1,1,synthetic
PCL-6E9120B6,PRJ-027,Land Identification,0,2024-01-05,2024-01-20,2024-01-22,17,15,1,0,synthetic
PCL-6E9120B6,PRJ-027,Survey/Parcel Mapping,1,2024-01-22,2024-02-21,2024-02-11,20,30,0,0,synthetic
PCL-6E9120B6,PRJ-027,Ownership Verification,2,2024-02-11,2024-03-27,2024-04-03,52,45,1,0,synthetic
PCL-6E9120B6,PRJ-027,Notification,3,2024-04-03,2024-04-23,2024-04-15,12,20,0,0,synthetic
PCL-6E9120B6,PRJ-027,Objections/Hearings,4,2024-04-15,2024-05-15,,504,30,1,1,synthetic
PCL-818A5D55,PRJ-027,Land Identification,0,2024-02-21,2024-03-07,2024-03-08,16,15,1,0,synthetic
PCL-818A5D55,PRJ-027,Survey/Parcel Mapping,1,2024-03-08,2024-04-07,2024-04-15,38,30,1,0,synthetic
PCL-818A5D55,PRJ-027,Ownership Verification,2,2024-04-15,2024-05-30,2024-05-08,23,45,0,0,synthetic
PCL-818A5D55,PRJ-027,Notification,3,2024-05-08,2024-05-28,2024-06-08,31,20,1,0,synthetic
PCL-818A5D55,PRJ-027,Objections/Hearings,4,2024-06-08,2024-07-08,,450,30,1,1,synthetic
PCL-8E1E058E,PRJ-027,Land Identification,0,2024-02-08,2024-02-23,2024-02-22,14,15,0,0,synthetic
PCL-8E1E058E,PRJ-027,Survey/Parcel Mapping,1,2024-02-22,2024-03-23,2024-03-14,21,30,0,0,synthetic
PCL-8E1E058E,PRJ-027,Ownership Verification,2,2024-03-14,2024-04-28,2024-04-14,31,45,0,0,synthetic
PCL-8E1E058E,PRJ-027,Notification,3,2024-04-14,2024-05-04,2024-05-07,23,20,1,0,synthetic
PCL-8E1E058E,PRJ-027,Objections/Hearings,4,2024-05-07,2024-06-06,2024-06-15,39,30,1,0,synthetic
PCL-8E1E058E,PRJ-027,Compensation Assessment,5,2024-06-15,2024-07-25,2024-07-20,35,40,0,0,synthetic
PCL-8E1E058E,PRJ-027,Compensation Disbursement,6,2024-07-20,2024-08-19,2024-08-29,40,30,1,0,synthetic
PCL-8E1E058E,PRJ-027,Rehabilitation & Resettlement,7,2024-08-29,2024-10-28,2024-10-04,36,60,0,0,synthetic
PCL-8E1E058E,PRJ-027,Possession,8,2024-10-04,2024-10-19,,332,15,1,1,synthetic
PCL-CBD77EDA,PRJ-027,Land Identification,0,2024-01-06,2024-01-21,2024-01-29,23,15,1,0,synthetic
PCL-CBD77EDA,PRJ-027,Survey/Parcel Mapping,1,2024-01-29,2024-02-28,2024-03-02,33,30,1,0,synthetic
PCL-CBD77EDA,PRJ-027,Ownership Verification,2,2024-03-02,2024-04-16,2024-05-10,69,45,1,0,synthetic
PCL-CBD77EDA,PRJ-027,Notification,3,2024-05-10,2024-05-30,2024-05-31,21,20,1,0,synthetic
PCL-CBD77EDA,PRJ-027,Objections/Hearings,4,2024-05-31,2024-06-30,2024-07-04,34,30,1,0,synthetic
PCL-CBD77EDA,PRJ-027,Compensation Assessment,5,2024-07-04,2024-08-13,,424,40,1,1,synthetic
PCL-742F798C,PRJ-027,Land Identification,0,2024-03-02,2024-03-17,,548,15,1,1,synthetic
PCL-3ADFCB43,PRJ-027,Land Identification,0,2024-02-07,2024-02-22,2024-03-03,25,15,1,0,synthetic
PCL-3ADFCB43,PRJ-027,Survey/Parcel Mapping,1,2024-03-03,2024-04-02,2024-03-31,28,30,0,0,synthetic
PCL-3ADFCB43,PRJ-027,Ownership Verification,2,2024-03-31,2024-05-15,2024-05-24,54,45,1,0,synthetic
PCL-3ADFCB43,PRJ-027,Notification,3,2024-05-24,2024-06-13,,465,20,1,1,synthetic
PCL-94562D6D,PRJ-027,Land Identification,0,2024-02-09,2024-02-24,,570,15,1,1,synthetic
PCL-F189EDB7,PRJ-027,Land Identification,0,2024-01-09,2024-01-24,2024-01-22,13,15,0,0,synthetic
PCL-F189EDB7,PRJ-027,Survey/Parcel Mapping,1,2024-01-22,2024-02-21,2024-02-21,30,30,0,0,synthetic
PCL-F189EDB7,PRJ-027,Ownership Verification,2,2024-02-21,2024-04-06,2024-05-07,76,45,1,0,synthetic
PCL-F189EDB7,PRJ-027,Notification,3,2024-05-07,2024-05-27,2024-05-30,23,20,1,0,synthetic
PCL-F189EDB7,PRJ-027,Objections/Hearings,4,2024-05-30,2024-06-29,2024-06-27,28,30,0,0,synthetic
PCL-F189EDB7,PRJ-027,Compensation Assessment,5,2024-06-27,2024-08-06,2024-08-16,50,40,1,0,synthetic
PCL-F189EDB7,PRJ-027,Compensation Disbursement,6,2024-08-16,2024-09-15,,381,30,1,1,synthetic
PCL-5788F4FD,PRJ-027,Land Identification,0,2024-02-23,2024-03-09,,556,15,1,1,synthetic
PCL-13DCD9F2,PRJ-027,Land Identification,0,2024-01-24,2024-02-08,2024-02-03,10,15,0,0,synthetic
PCL-13DCD9F2,PRJ-027,Survey/Parcel Mapping,1,2024-02-03,2024-03-04,,576,30,1,1,synthetic
PCL-C91B8F23,PRJ-029,Land Identification,0,2024-02-18,2024-03-04,2024-02-27,9,15,0,0,synthetic
PCL-C91B8F23,PRJ-029,Survey/Parcel Mapping,1,2024-02-27,2024-03-28,2024-03-13,15,30,0,0,synthetic
PCL-C91B8F23,PRJ-029,Ownership Verification,2,2024-03-13,2024-04-27,2024-08-19,159,45,1,0,synthetic
PCL-C91B8F23,PRJ-029,Notification,3,2024-08-19,2024-09-08,2024-09-05,17,20,0,0,synthetic
PCL-C91B8F23,PRJ-029,Objections/Hearings,4,2024-09-05,2024-10-05,2024-10-10,35,30,1,0,synthetic
PCL-C91B8F23,PRJ-029,Compensation Assessment,5,2024-10-10,2024-11-19,2024-11-20,41,40,1,0,synthetic
PCL-C91B8F23,PRJ-029,Compensation Disbursement,6,2024-11-20,2024-12-20,2024-12-12,22,30,0,0,synthetic
PCL-C91B8F23,PRJ-029,Rehabilitation & Resettlement,7,2024-12-12,2025-02-10,2025-01-17,36,60,0,0,synthetic
PCL-C91B8F23,PRJ-029,Possession,8,2025-01-17,2025-02-01,2025-01-30,13,15,0,0,synthetic
PCL-C91B8F23,PRJ-029,Closure/Handover,9,2025-01-30,2025-02-09,,214,10,1,1,synthetic
PCL-6D7D1FF2,PRJ-029,Land Identification,0,2024-02-05,2024-02-20,2024-02-18,13,15,0,0,synthetic
PCL-6D7D1FF2,PRJ-029,Survey/Parcel Mapping,1,2024-02-18,2024-03-19,2024-03-07,18,30,0,0,synthetic
PCL-6D7D1FF2,PRJ-029,Ownership Verification,2,2024-03-07,2024-04-21,2024-07-28,143,45,1,0,synthetic
PCL-6D7D1FF2,PRJ-029,Notification,3,2024-07-28,2024-08-17,,400,20,1,1,synthetic
PCL-25E765D6,PRJ-029,Land Identification,0,2024-03-15,2024-03-30,2024-03-28,13,15,0,0,synthetic
PCL-25E765D6,PRJ-029,Survey/Parcel Mapping,1,2024-03-28,2024-04-27,2024-04-23,26,30,0,0,synthetic
PCL-25E765D6,PRJ-029,Ownership Verification,2,2024-04-23,2024-06-07,2024-09-19,149,45,1,0,synthetic
PCL-25E765D6,PRJ-029,Notification,3,2024-09-19,2024-10-09,2024-10-16,27,20,1,0,synthetic
PCL-25E765D6,PRJ-029,Objections/Hearings,4,2024-10-16,2024-11-15,2024-11-23,38,30,1,0,synthetic
PCL-25E765D6,PRJ-029,Compensation Assessment,5,2024-11-23,2025-01-02,2024-12-20,27,40,0,0,synthetic
PCL-25E765D6,PRJ-029,Compensation Disbursement,6,2024-12-20,2025-01-19,2025-01-14,25,30,0,0,synthetic
PCL-25E765D6,PRJ-029,Rehabilitation & Resettlement,7,2025-01-14,2025-03-15,2025-02-28,45,60,0,0,synthetic
PCL-25E765D6,PRJ-029,Possession,8,2025-02-28,2025-03-15,2025-03-13,13,15,0,0,synthetic
PCL-25E765D6,PRJ-029,Closure/Handover,9,2025-03-13,2025-03-23,,172,10,1,1,synthetic
PCL-C08A1087,PRJ-029,Land Identification,0,2024-02-14,2024-02-29,2024-02-29,15,15,0,0,synthetic
PCL-C08A1087,PRJ-029,Survey/Parcel Mapping,1,2024-02-29,2024-03-30,2024-04-17,48,30,1,0,synthetic
PCL-C08A1087,PRJ-029,Ownership Verification,2,2024-04-17,2024-06-01,2024-09-16,152,45,1,0,synthetic
PCL-C08A1087,PRJ-029,Notification,3,2024-09-16,2024-10-06,2024-10-02,16,20,0,0,synthetic
PCL-C08A1087,PRJ-029,Objections/Hearings,4,2024-10-02,2024-11-01,2024-10-24,22,30,0,0,synthetic
PCL-C08A1087,PRJ-029,Compensation Assessment,5,2024-10-24,2024-12-03,2024-12-02,39,40,0,0,synthetic
PCL-C08A1087,PRJ-029,Compensation Disbursement,6,2024-12-02,2025-01-01,2024-12-23,21,30,0,0,synthetic
PCL-C08A1087,PRJ-029,Rehabilitation & Resettlement,7,2024-12-23,2025-02-21,2025-02-17,56,60,0,0,synthetic
PCL-C08A1087,PRJ-029,Possession,8,2025-02-17,2025-03-04,,196,15,1,1,synthetic
PCL-31D5FC77,PRJ-029,Land Identification,0,2024-01-16,2024-01-31,2024-02-01,16,15,1,0,synthetic
PCL-31D5FC77,PRJ-029,Survey/Parcel Mapping,1,2024-02-01,2024-03-02,,578,30,1,1,synthetic
PCL-EA3A53FD,PRJ-029,Land Identification,0,2024-03-22,2024-04-06,2024-04-07,16,15,1,0,synthetic
PCL-EA3A53FD,PRJ-029,Survey/Parcel Mapping,1,2024-04-07,2024-05-07,2024-05-01,24,30,0,0,synthetic
PCL-EA3A53FD,PRJ-029,Ownership Verification,2,2024-05-01,2024-06-15,2024-08-15,106,45,1,0,synthetic
PCL-EA3A53FD,PRJ-029,Notification,3,2024-08-15,2024-09-04,2024-09-16,32,20,1,0,synthetic
PCL-EA3A53FD,PRJ-029,Objections/Hearings,4,2024-09-16,2024-10-16,2024-10-25,39,30,1,0,synthetic
PCL-EA3A53FD,PRJ-029,Compensation Assessment,5,2024-10-25,2024-12-04,2024-11-27,33,40,0,0,synthetic
PCL-EA3A53FD,PRJ-029,Compensation Disbursement,6,2024-11-27,2024-12-27,2024-12-28,31,30,1,0,synthetic
PCL-EA3A53FD,PRJ-029,Rehabilitation & Resettlement,7,2024-12-28,2025-02-26,,247,60,1,1,synthetic
PCL-758B26A8,PRJ-029,Land Identification,0,2024-01-12,2024-01-27,2024-01-20,8,15,0,0,synthetic
PCL-758B26A8,PRJ-029,Survey/Parcel Mapping,1,2024-01-20,2024-02-19,2024-02-23,34,30,1,0,synthetic
PCL-758B26A8,PRJ-029,Ownership Verification,2,2024-02-23,2024-04-08,2024-07-24,152,45,1,0,synthetic
PCL-758B26A8,PRJ-029,Notification,3,2024-07-24,2024-08-13,2024-08-08,15,20,0,0,synthetic
PCL-758B26A8,PRJ-029,Objections/Hearings,4,2024-08-08,2024-09-07,2024-09-05,28,30,0,0,synthetic
PCL-758B26A8,PRJ-029,Compensation Assessment,5,2024-09-05,2024-10-15,2024-10-15,40,40,0,0,synthetic
PCL-758B26A8,PRJ-029,Compensation Disbursement,6,2024-10-15,2024-11-14,,321,30,1,1,synthetic
PCL-098A2652,PRJ-029,Land Identification,0,2024-03-02,2024-03-17,2024-03-18,16,15,1,0,synthetic
PCL-098A2652,PRJ-029,Survey/Parcel Mapping,1,2024-03-18,2024-04-17,2024-04-17,30,30,0,0,synthetic
PCL-098A2652,PRJ-029,Ownership Verification,2,2024-04-17,2024-06-01,,502,45,1,1,synthetic
PCL-515CDF12,PRJ-029,Land Identification,0,2024-01-27,2024-02-11,2024-02-18,22,15,1,0,synthetic
PCL-515CDF12,PRJ-029,Survey/Parcel Mapping,1,2024-02-18,2024-03-19,2024-03-31,42,30,1,0,synthetic
PCL-515CDF12,PRJ-029,Ownership Verification,2,2024-03-31,2024-05-15,2024-07-24,115,45,1,0,synthetic
PCL-515CDF12,PRJ-029,Notification,3,2024-07-24,2024-08-13,2024-08-07,14,20,0,0,synthetic
PCL-515CDF12,PRJ-029,Objections/Hearings,4,2024-08-07,2024-09-06,,390,30,1,1,synthetic
PCL-DE947E50,PRJ-029,Land Identification,0,2024-03-22,2024-04-06,2024-04-09,18,15,1,0,synthetic
PCL-DE947E50,PRJ-029,Survey/Parcel Mapping,1,2024-04-09,2024-05-09,2024-05-12,33,30,1,0,synthetic
PCL-DE947E50,PRJ-029,Ownership Verification,2,2024-05-12,2024-06-26,2024-09-23,134,45,1,0,synthetic
PCL-DE947E50,PRJ-029,Notification,3,2024-09-23,2024-10-13,2024-10-08,15,20,0,0,synthetic
PCL-DE947E50,PRJ-029,Objections/Hearings,4,2024-10-08,2024-11-07,,328,30,1,1,synthetic
PCL-F2514CBD,PRJ-029,Land Identification,0,2024-01-28,2024-02-12,2024-02-12,15,15,0,0,synthetic
PCL-F2514CBD,PRJ-029,Survey/Parcel Mapping,1,2024-02-12,2024-03-13,2024-03-27,44,30,1,0,synthetic
PCL-F2514CBD,PRJ-029,Ownership Verification,2,2024-03-27,2024-05-11,2024-09-29,186,45,1,0,synthetic
PCL-F2514CBD,PRJ-029,Notification,3,2024-09-29,2024-10-19,2024-10-22,23,20,1,0,synthetic
PCL-F2514CBD,PRJ-029,Objections/Hearings,4,2024-10-22,2024-11-21,2024-12-02,41,30,1,0,synthetic
PCL-F2514CBD,PRJ-029,Compensation Assessment,5,2024-12-02,2025-01-11,,273,40,1,1,synthetic
PCL-27DDAD79,PRJ-029,Land Identification,0,2024-03-08,2024-03-23,2024-03-27,19,15,1,0,synthetic
PCL-27DDAD79,PRJ-029,Survey/Parcel Mapping,1,2024-03-27,2024-04-26,2024-05-03,37,30,1,0,synthetic
PCL-27DDAD79,PRJ-029,Ownership Verification,2,2024-05-03,2024-06-17,2024-07-30,88,45,1,0,synthetic
PCL-27DDAD79,PRJ-029,Notification,3,2024-07-30,2024-08-19,2024-08-18,19,20,0,0,synthetic
PCL-27DDAD79,PRJ-029,Objections/Hearings,4,2024-08-18,2024-09-17,2024-09-12,25,30,0,0,synthetic
PCL-27DDAD79,PRJ-029,Compensation Assessment,5,2024-09-12,2024-10-22,2024-10-12,30,40,0,0,synthetic
PCL-27DDAD79,PRJ-029,Compensation Disbursement,6,2024-10-12,2024-11-11,2024-11-05,24,30,0,0,synthetic
PCL-27DDAD79,PRJ-029,Rehabilitation & Resettlement,7,2024-11-05,2025-01-04,2025-01-19,75,60,1,0,synthetic
PCL-27DDAD79,PRJ-029,Possession,8,2025-01-19,2025-02-03,,225,15,1,1,synthetic
PCL-ED128B2B,PRJ-029,Land Identification,0,2024-01-18,2024-02-02,2024-02-05,18,15,1,0,synthetic
PCL-ED128B2B,PRJ-029,Survey/Parcel Mapping,1,2024-02-05,2024-03-06,2024-03-03,27,30,0,0,synthetic
PCL-ED128B2B,PRJ-029,Ownership Verification,2,2024-03-03,2024-04-17,2024-08-01,151,45,1,0,synthetic
PCL-ED128B2B,PRJ-029,Notification,3,2024-08-01,2024-08-21,2024-08-16,15,20,0,0,synthetic
PCL-ED128B2B,PRJ-029,Objections/Hearings,4,2024-08-16,2024-09-15,2024-09-16,31,30,1,0,synthetic
PCL-ED128B2B,PRJ-029,Compensation Assessment,5,2024-09-16,2024-10-26,2024-11-07,52,40,1,0,synthetic
PCL-ED128B2B,PRJ-029,Compensation Disbursement,6,2024-11-07,2024-12-07,2024-12-02,25,30,0,0,synthetic
PCL-ED128B2B,PRJ-029,Rehabilitation & Resettlement,7,2024-12-02,2025-01-31,,273,60,1,1,synthetic
PCL-C06DAE69,PRJ-029,Land Identification,0,2024-03-24,2024-04-08,2024-04-04,11,15,0,0,synthetic
PCL-C06DAE69,PRJ-029,Survey/Parcel Mapping,1,2024-04-04,2024-05-04,2024-05-04,30,30,0,0,synthetic
PCL-C06DAE69,PRJ-029,Ownership Verification,2,2024-05-04,2024-06-18,2024-09-25,144,45,1,0,synthetic
PCL-C06DAE69,PRJ-029,Notification,3,2024-09-25,2024-10-15,2024-10-05,10,20,0,0,synthetic
PCL-C06DAE69,PRJ-029,Objections/Hearings,4,2024-10-05,2024-11-04,,331,30,1,1,synthetic
PCL-B5079F97,PRJ-029,Land Identification,0,2024-01-05,2024-01-20,,605,15,1,1,synthetic
PCL-62618417,PRJ-029,Land Identification,0,2024-02-01,2024-02-16,2024-02-08,7,15,0,0,synthetic
PCL-62618417,PRJ-029,Survey/Parcel Mapping,1,2024-02-08,2024-03-09,2024-03-15,36,30,1,0,synthetic
PCL-62618417,PRJ-029,Ownership Verification,2,2024-03-15,2024-04-29,2024-07-01,108,45,1,0,synthetic
PCL-62618417,PRJ-029,Notification,3,2024-07-01,2024-07-21,2024-08-13,43,20,1,0,synthetic
PCL-62618417,PRJ-029,Objections/Hearings,4,2024-08-13,2024-09-12,2024-09-10,28,30,0,0,synthetic
PCL-62618417,PRJ-029,Compensation Assessment,5,2024-09-10,2024-10-20,2024-11-13,64,40,1,0,synthetic
PCL-62618417,PRJ-029,Compensation Disbursement,6,2024-11-13,2024-12-13,2024-12-07,24,30,0,0,synthetic
PCL-62618417,PRJ-029,Rehabilitation & Resettlement,7,2024-12-07,2025-02-05,2025-02-05,60,60,0,0,synthetic
PCL-62618417,PRJ-029,Possession,8,2025-02-05,2025-02-20,,208,15,1,1,synthetic
PCL-CFDEF0CB,PRJ-029,Land Identification,0,2024-03-27,2024-04-11,2024-04-15,19,15,1,0,synthetic
PCL-CFDEF0CB,PRJ-029,Survey/Parcel Mapping,1,2024-04-15,2024-05-15,2024-05-05,20,30,0,0,synthetic
PCL-CFDEF0CB,PRJ-029,Ownership Verification,2,2024-05-05,2024-06-19,2024-09-18,136,45,1,0,synthetic
PCL-CFDEF0CB,PRJ-029,Notification,3,2024-09-18,2024-10-08,2024-10-07,19,20,0,0,synthetic
PCL-CFDEF0CB,PRJ-029,Objections/Hearings,4,2024-10-07,2024-11-06,2024-10-31,24,30,0,0,synthetic
PCL-CFDEF0CB,PRJ-029,Compensation Assessment,5,2024-10-31,2024-12-10,2024-12-14,44,40,1,0,synthetic
PCL-CFDEF0CB,PRJ-029,Compensation Disbursement,6,2024-12-14,2025-01-13,2025-01-24,41,30,1,0,synthetic
PCL-CFDEF0CB,PRJ-029,Rehabilitation & Resettlement,7,2025-01-24,2025-03-25,2025-02-26,33,60,0,0,synthetic
PCL-CFDEF0CB,PRJ-029,Possession,8,2025-02-26,2025-03-13,,187,15,1,1,synthetic
PCL-DB73E554,PRJ-029,Land Identification,0,2024-02-11,2024-02-26,2024-02-23,12,15,0,0,synthetic
PCL-DB73E554,PRJ-029,Survey/Parcel Mapping,1,2024-02-23,2024-03-24,2024-03-29,35,30,1,0,synthetic
PCL-DB73E554,PRJ-029,Ownership Verification,2,2024-03-29,2024-05-13,,521,45,1,1,synthetic
PCL-E03585FB,PRJ-029,Land Identification,0,2024-01-11,2024-01-26,2024-01-27,16,15,1,0,synthetic
PCL-E03585FB,PRJ-029,Survey/Parcel Mapping,1,2024-01-27,2024-02-26,2024-03-04,37,30,1,0,synthetic
PCL-E03585FB,PRJ-029,Ownership Verification,2,2024-03-04,2024-04-18,,546,45,1,1,synthetic
PCL-C212C079,PRJ-029,Land Identification,0,2024-01-02,2024-01-17,2024-01-15,13,15,0,0,synthetic
PCL-C212C079,PRJ-029,Survey/Parcel Mapping,1,2024-01-15,2024-02-14,2024-02-06,22,30,0,0,synthetic
PCL-C212C079,PRJ-029,Ownership Verification,2,2024-02-06,2024-03-22,,573,45,1,1,synthetic
PCL-14EEEB1F,PRJ-029,Land Identification,0,2024-03-27,2024-04-11,2024-04-14,18,15,1,0,synthetic
PCL-14EEEB1F,PRJ-029,Survey/Parcel Mapping,1,2024-04-14,2024-05-14,2024-05-21,37,30,1,0,synthetic
PCL-14EEEB1F,PRJ-029,Ownership Verification,2,2024-05-21,2024-07-05,2024-08-29,100,45,1,0,synthetic
PCL-14EEEB1F,PRJ-029,Notification,3,2024-08-29,2024-09-18,2024-09-10,12,20,0,0,synthetic
PCL-14EEEB1F,PRJ-029,Objections/Hearings,4,2024-09-10,2024-10-10,,356,30,1,1,synthetic
PCL-3C9785F7,PRJ-029,Land Identification,0,2024-02-21,2024-03-07,2024-03-09,17,15,1,0,synthetic
PCL-3C9785F7,PRJ-029,Survey/Parcel Mapping,1,2024-03-09,2024-04-08,2024-04-17,39,30,1,0,synthetic
PCL-3C9785F7,PRJ-029,Ownership Verification,2,2024-04-17,2024-06-01,2024-09-28,164,45,1,0,synthetic
PCL-3C9785F7,PRJ-029,Notification,3,2024-09-28,2024-10-18,2024-10-18,20,20,0,0,synthetic
PCL-3C9785F7,PRJ-029,Objections/Hearings,4,2024-10-18,2024-11-17,2024-11-07,20,30,0,0,synthetic
PCL-3C9785F7,PRJ-029,Compensation Assessment,5,2024-11-07,2024-12-17,2024-12-31,54,40,1,0,synthetic
